gate_id,epoch_time,trial_id
left,1743007426.482766,5
left,1743007429.0314255,5
left,1743007429.0524044,5
left,1743007429.2735424,5
left,1743007429.285419,5
left,1743007429.3446019,5
left,1743007429.5485075,5
left,1743007429.560038,5
left,1743007429.7536652,5
left,1743007429.7652795,5
left,1743007429.7884712,5
left,1743007429.8282123,5
left,1743007429.904757,5
left,1743007430.1626213,5
left,1743007469.284444,5
left,1743007469.3945832,5
left,1743007469.40615,5
left,1743007469.486139,5
left,1743007469.6883001,5
left,1743007469.8939185,5
left,1743007471.0334637,5
left,1743007471.0526588,5
left,1743007471.537989,5
left,1743007472.2162578,5
left,1743007472.2305944,5
left,1743007485.4380598,5
left,1743007489.2116272,5
left,1743007492.1031616,5
left,1743007495.090119,5
left,1743007502.3233874,5
left,1743007504.523717,5
left,1743007527.1744952,5
left,1743007537.1750357,5
left,1743007548.5038233,5
left,1743007557.1802514,5
left,1743007559.2760801,5
left,1743007563.44427,5
left,1743007567.19512,5
left,1743007581.5261724,5
left,1743007592.2670517,5
left,1743007594.3187935,5
left,1743007599.237421,5
left,1743007612.8491182,5
left,1743007619.24175,5
left,1743007625.2905276,5
left,1743007629.2496588,5
left,1743007637.2078075,5
left,1743007642.7495399,5
left,1743007654.6945322,5
left,1743007657.2020292,5
left,1743007657.547251,5
left,1743007667.2038069,5
left,1743007673.2636108,5
left,1743007685.4551582,5
left,1743007692.36288,5
left,1743007694.4155302,5
left,1743007702.9759593,5
left,1743007703.4706771,5
left,1743007719.2623603,5
left,1743007719.9755836,5
left,1743007723.5297499,5
left,1743007726.4107127,5
left,1743007726.4683526,5
left,1743007729.2650256,5
left,1743007730.0056999,5
left,1743007737.2490842,5
left,1743007737.2718763,5
left,1743007740.2372148,5
left,1743007742.2925456,5
left,1743007745.421267,5
left,1743007750.6786284,5
left,1743007752.1135182,5
left,1743007754.174985,5
left,1743007757.2216895,5
left,1743007759.28508,5
left,1743007759.7830827,5
left,1743007759.9506555,5
left,1743007762.1051304,5
left,1743007767.22583,5
left,1743007767.2482858,5
left,1743007769.3005865,5
left,1743007770.0452766,5
left,1743007772.3859267,5
left,1743007774.4349434,5
left,1743007779.276331,5
left,1743007781.7068825,5
left,1743007781.7504215,5
left,1743007782.3349085,5
left,1743007787.2278335,5
left,1743007790.0017805,5
left,1743007791.2830524,5
left,1743007791.3045857,5
left,1743007792.134996,5
left,1743007792.160164,5
left,1743007792.183878,5
left,1743007794.097645,5
left,1743007795.0307972,5
left,1743007796.532369,5
left,1743007796.553362,5
left,1743007797.0813625,5
left,1743007797.2299137,5
left,1743007800.1713696,5
left,1743007800.191759,5
left,1743007801.8170702,5
left,1743007807.232717,5
left,1743007809.5550387,5
left,1743007812.3127863,5
left,1743007812.5292952,5
left,1743007814.5824797,5
left,1743007817.5335543,5
left,1743007817.5613832,5
left,1743007820.1071486,5
left,1743007825.2261245,5
left,1743007827.235737,5
left,1743007828.0531418,5
left,1743007837.2416368,5
left,1743007837.2568429,5
left,1743007838.5321908,5
left,1743007838.553115,5
left,1743007840.5616007,5
left,1743007841.2081914,5
left,1743007842.8394399,5
left,1743007843.667721,5
left,1743007849.0531795,5
left,1743007854.2816198,5
left,1743007854.3038967,5
left,1743007854.505321,5
left,1743007855.0846672,5
left,1743007855.3245783,5
left,1743007855.9472942,5
left,1743007856.1459143,5
left,1743007856.1575603,5
left,1743007856.1689641,5
left,1743007856.348445,5
left,1743007856.4307017,5
left,1743007856.4422352,5
left,1743007856.5483704,5
left,1743007856.694474,5
left,1743007857.0903435,5
left,1743007857.129834,5
left,1743007857.1884093,5
left,1743007857.6659346,5
left,1743007859.8102522,5
left,1743007862.4192502,5
left,1743007862.6819992,5
left,1743007864.9427497,5
entrance,1743009999.76238,4
entrance,1743009999.7829416,4
entrance,1743009999.7998393,4
left,1743009999.9335577,4
entrance,1743010296.5015373,4
entrance,1743010324.591787,4
