gate_id,epoch_time,trial_id
entrance,1742552968.0458922,4
entrance,1742552968.0613875,4
entrance,1742552968.0725443,4
right,1742552968.0754387,4
entrance,1742552968.242338,4
entrance,1742552968.263364,4
entrance,1742553746.5322795,4
entrance,1742553746.5522914,4
left,1742553746.6949856,4
left,1742553746.7223287,4
right,1742554166.8400242,4
right,1742554168.4547598,4
entrance,1742554169.2179778,4
right,1742554183.6818812,3
entrance,1742554184.0329983,3
right,1742554184.1428208,4
right,1742554184.1885314,4
right,1742554184.1997101,4
entrance,1742554184.3927567,4
entrance,1742554184.4082782,3
entrance,1742557392.3903375,2
left,1742557392.903023,2
left,1742557392.929823,1
right,1742557822.8055925,1
right,1742557822.8291492,1
entrance,1742557822.9637399,1
entrance,1742558092.7276127,1
entrance,1742558092.7894137,1
left,1742558094.2570724,1
entrance,1742558094.9166317,1
entrance,1742558345.1300437,1
left,1742558345.9330785,1
left,1742559594.8965755,4
entrance,1742559595.9568594,4
entrance,1742560021.4417183,3
left,1742560021.577392,3
left,1742560021.5891187,4
entrance,1742560082.3227942,4
entrance,1742560082.3346052,4
left,1742560082.611746,4
left,1742560082.6356199,3
left,1742560083.102153,3
left,1742560083.1382298,3
left,1742560083.15807,3
right,1742560090.8770645,3
entrance,1742560090.9843507,3
entrance,1742560091.0060122,3
entrance,1742560289.2405496,3
entrance,1742560289.254912,3
entrance,1742560289.3034453,3
left,1742560289.4199686,3
left,1742560289.4396238,4
left,1742560299.1147285,4
left,1742560299.1562002,4
left,1742560411.1517255,4
entrance,1742560411.2603526,4
entrance,1742560411.2739875,3
entrance,1742560754.9469311,3
entrance,1742560754.9752536,3
left,1742560755.1789186,3
entrance,1742560773.3489816,4
left,1742560773.5021026,4
left,1742560773.5311697,3
entrance,1742560876.051379,3
entrance,1742560876.064472,3
left,1742560876.221725,3
entrance,1742560898.085389,4
left,1742560898.3566859,4
left,1742560898.4267497,4
entrance,1742561009.7932606,4
left,1742561009.9909008,3
right,1742561022.6507268,3
right,1742561022.6750612,3
right,1742561022.7047732,3
right,1742561022.7264833,3
entrance,1742561022.906375,3
entrance,1742561022.918175,4
left,1742561094.9679615,4
left,1742561094.981042,4
left,1742561094.9915285,4
entrance,1742561095.0979488,4
right,1742561119.7724817,3
entrance,1742561122.3089883,3
left,1742561274.9317658,4
left,1742561285.4210389,4
entrance,1742561287.1927888,4
right,1742561305.7613106,3
entrance,1742561305.93991,3
entrance,1742561305.9607024,3
entrance,1742561560.892713,3
left,1742561561.0798876,3
left,1742561561.0949442,3
entrance,1742561593.12582,3
left,1742561593.2692585,4
right,1742561607.6179104,4
entrance,1742561607.7580612,4
left,1742561622.140154,3
entrance,1742561622.2550807,3
left,1742561847.2866466,4
right,1742561867.0727153,4
right,1742561867.1121657,4
right,1742561870.3117442,4
left,1742561914.4825265,4
right,1742562264.0989528,2
right,1742562264.8305604,2
right,1742562264.868814,2
right,1742562269.5018125,2
right,1742562269.5614362,2
right,1742562602.2385035,2
right,1742562602.2500474,2
right,1742562656.6772738,2
right,1742562657.3803494,2
right,1742562657.6054838,2
right,1742562659.0598383,2
right,1742562663.897409,2
entrance,1742562665.0806682,2
entrance,1742562669.175185,1
left,1742562937.6704361,1
entrance,1742562959.3728497,1
left,1742562961.3076499,1
left,1742562963.4238722,2
left,1742563128.0372102,2
entrance,1742563128.6183686,2
entrance,1742563128.639665,2
entrance,1742563140.6937623,2
entrance,1742563140.7281926,2
left,1742563140.8564625,2
left,1742563140.8803399,2
left,1742563147.7014182,2
left,1742563147.7248561,2
entrance,1742563147.8347611,2
entrance,1742563640.997083,2
entrance,1742563641.031125,2
entrance,1742563750.4912076,2
entrance,1742563750.787155,2
left,1742563751.5811367,2
left,1742563752.275475,2
left,1742563791.7474673,2
entrance,1742563791.8625941,2
entrance,1742563848.5657997,1
entrance,1742563848.5862684,1
entrance,1742563848.598145,1
left,1742563848.722201,1
left,1742563848.7549849,2
entrance,1742563955.930739,2
entrance,1742563956.3782842,1
left,1742563957.1654134,1
left,1742563957.1920726,2
left,1742564007.9467435,2
left,1742564008.6825964,2
entrance,1742564008.9018238,2
entrance,1742564008.9280093,1
entrance,1742564105.519436,1
entrance,1742564105.585699,1
entrance,1742564105.6056736,1
left,1742564106.2276185,1
left,1742564106.441027,2
entrance,1742564115.469481,2
entrance,1742564131.558512,2
entrance,1742564132.6549459,2
entrance,1742564132.702022,2
left,1742564132.936245,2
left,1742564134.3513055,1
left,1742564134.4293242,1
left,1742564134.4755392,1
left,1742564134.6129315,1
left,1742564135.0518203,1
left,1742564137.3898625,1
left,1742564137.5159314,1
left,1742564137.5542843,1
left,1742564137.5938108,1
left,1742564141.3549917,1
left,1742564141.808258,1
left,1742564141.848406,1
left,1742564141.9623423,1
left,1742564142.0737233,1
left,1742564142.186765,1
left,1742564146.232699,1
entrance,1742564146.3944144,1
left,1742564147.8645227,2
left,1742564147.9378903,2
left,1742564147.9961061,2
left,1742564148.4526439,2
left,1742564148.6299272,2
entrance,1742564153.5977886,2
left,1742564361.187495,4
left,1742564361.4301453,4
entrance,1742564361.667886,4
left,1742564478.0758533,3
left,1742564478.0938733,3
entrance,1742564478.2330432,3
entrance,1742564478.2533937,4
left,1742564900.7675493,4
entrance,1742564901.099001,3
entrance,1742564901.1169438,3
entrance,1742564901.130418,3
left,1742564901.1866763,3
left,1742564901.307786,3
left,1742564915.57744,3
entrance,1742564915.7928262,3
entrance,1742564915.8038316,4
left,1742564921.548057,4
left,1742564921.6498117,4
left,1742564923.040864,4
right,1742565127.9182417,4
right,1742565127.943367,4
right,1742565127.9862561,4
entrance,1742565128.1524715,4
entrance,1742565128.1862803,3
right,1742565141.3410265,3
entrance,1742565141.4501595,4
right,1742565196.4912727,4
right,1742565196.6229463,4
right,1742565199.5444696,4
right,1742565201.4822845,4
right,1742565220.8760543,4
right,1742565221.5275254,4
right,1742565221.5775588,4
entrance,1742565510.7407897,4
entrance,1742565510.7635708,3
entrance,1742565510.8057318,3
left,1742565510.9427316,3
right,1742565593.758926,3
entrance,1742565593.869854,3
entrance,1742565629.722261,3
left,1742565629.9211981,3
entrance,1742565631.2041597,3
entrance,1742565631.238428,3
left,1742565631.3652499,3
left,1742565631.3968499,3
right,1742565646.2134948,3
right,1742565646.2443511,3
right,1742565646.2759833,3
entrance,1742565646.5043147,3
entrance,1742565646.5273721,3
right,1742565649.1620307,3
right,1742565649.1860678,3
right,1742565649.2167177,3
entrance,1742565649.3553338,3
entrance,1742565649.378016,3
entrance,1742565649.3959093,3
right,1742566056.3087602,3
right,1742566056.4405308,3
entrance,1742566056.6372268,3
entrance,1742566649.2304916,4
entrance,1742566649.249373,4
left,1742566649.3725202,4
left,1742566649.3984222,4
entrance,1742566663.9750266,4
entrance,1742566663.99561,4
left,1742566664.1507604,4
left,1742566664.1718616,4
left,1742566831.0640287,4
left,1742567781.0237436,4
entrance,1742567781.1482294,4
entrance,1742567781.165858,3
entrance,1742567781.1799479,3
entrance,1742567862.6722414,3
entrance,1742567862.713794,3
entrance,1742567916.326671,3
entrance,1742567916.352934,3
left,1742567916.4495497,3
left,1742567916.4717038,3
entrance,1742568076.6837146,3
right,1742568268.150295,4
right,1742568268.1706276,4
right,1742568268.1844075,4
entrance,1742568268.3163552,4
entrance,1742568662.2726407,1
left,1742568662.419716,1
entrance,1742568729.992035,2
left,1742568731.6773503,2
left,1742568731.717205,2
left,1742568810.2965555,2
left,1742568810.3141112,2
entrance,1742568810.4045672,2
entrance,1742568810.4283247,1
right,1742569053.2807064,1
right,1742569053.3085997,1
entrance,1742569053.5281668,1
entrance,1742569053.5403202,1
entrance,1742569215.3312905,1
entrance,1742569215.353282,1
left,1742569215.4767363,1
left,1742569215.4898672,2
left,1742569215.5063703,2
left,1742569224.8020089,2
left,1742569224.8276832,2
entrance,1742569224.92485,2
entrance,1742569428.4681115,2
entrance,1742569428.5021937,2
left,1742569428.6933398,2
left,1742569428.7208912,2
left,1742569478.4919803,2
entrance,1742569478.6163452,2
entrance,1742569495.0292718,1
left,1742569495.2165642,1
left,1742569495.243691,2
left,1742569606.4616587,2
entrance,1742569606.5869677,2
entrance,1742569626.3051343,2
left,1742569626.621857,2
left,1742569626.6592102,1
left,1742569634.9229076,1
left,1742569634.9481597,1
entrance,1742569635.2202485,1
left,1742569635.3328493,1
entrance,1742569635.4724216,1
left,1742569641.4652505,1
entrance,1742569642.645942,1
entrance,1742569642.671202,1
left,1742569752.912162,1
left,1742569752.94207,1
left,1742569753.1337574,1
left,1742569756.3515656,1
left,1742569756.392208,1
entrance,1742569756.6822324,1
entrance,1742569756.7032938,2
entrance,1742571032.7782776,2
entrance,1742571032.8067005,2
left,1742571032.9253569,2
left,1742571032.9599996,2
right,1742571054.0708678,2
right,1742571370.1879327,2
entrance,1742571370.3266163,2
entrance,1742571370.343227,1
right,1742571417.0153213,1
right,1742571417.055556,1
right,1742571417.0694306,1
entrance,1742571417.2385197,1
entrance,1742571417.2565296,1
entrance,1742571417.2699096,1
entrance,1742571421.6128252,1
entrance,1742571421.6630056,1
entrance,1742571421.6968822,1
left,1742571421.8561575,1
left,1742571421.8748004,2
entrance,1742571422.4245312,2
entrance,1742571422.452835,1
left,1742571422.5806127,1
left,1742571422.5981283,2
entrance,1742571435.4947724,2
entrance,1742571435.5209377,1
left,1742571435.6777349,1
left,1742571435.7067447,2
left,1742571489.9540608,2
left,1742571489.9881935,2
left,1742571490.031578,2
entrance,1742571490.230707,2
entrance,1742571490.2436543,1
right,1742571490.8404055,1
entrance,1742571491.003478,1
entrance,1742571491.0466454,1
entrance,1742571637.1852076,1
left,1742571637.3706152,1
left,1742571637.4051387,2
left,1742571639.6753633,2
left,1742571639.695367,2
entrance,1742571639.8155198,2
entrance,1742571753.973611,2
entrance,1742571758.7059684,2
entrance,1742571758.7395823,2
entrance,1742571759.4502318,2
entrance,1742571764.7154586,2
entrance,1742571783.6828995,2
entrance,1742571783.7181063,2
entrance,1742571783.756348,2
entrance,1742571783.7958505,2
entrance,1742571783.837115,2
entrance,1742571785.5743449,2
entrance,1742571785.6093783,2
entrance,1742571785.6459901,2
entrance,1742571785.682135,2
entrance,1742571789.7680774,2
entrance,1742571910.8243399,2
entrance,1742571910.8625748,2
entrance,1742571919.6640217,2
entrance,1742571935.0598087,2
entrance,1742571935.0920665,2
entrance,1742571935.3883219,2
entrance,1742571935.5628169,2
entrance,1742571935.5802891,2
entrance,1742571935.600947,2
entrance,1742571935.647147,2
entrance,1742571935.6688414,2
entrance,1742571935.8158493,2
entrance,1742571935.834295,2
entrance,1742571935.878356,2
entrance,1742571935.9218597,2
entrance,1742571935.9621835,2
entrance,1742571936.0120595,2
entrance,1742571940.9791806,2
entrance,1742571949.819886,2
entrance,1742571950.5085137,2
entrance,1742571951.7798889,2
entrance,1742571951.8095913,2
entrance,1742571951.846839,2
entrance,1742571951.8852959,2
entrance,1742571951.9231346,2
entrance,1742571957.1287758,2
entrance,1742571957.2421825,2
entrance,1742571957.872003,2
entrance,1742571957.9099915,2
entrance,1742571966.9503744,2
entrance,1742571972.915426,2
entrance,1742571973.5321965,2
entrance,1742571987.4675283,2
entrance,1742571987.7026453,2
entrance,1742571987.717892,2
entrance,1742571987.947113,2
entrance,1742571988.3052936,2
entrance,1742571988.6151917,2
entrance,1742571992.869076,2
entrance,1742571993.2557497,2
entrance,1742571993.3687584,2
entrance,1742571993.4683337,2
entrance,1742571993.585741,2
entrance,1742571993.7071137,2
entrance,1742571993.9507806,2
entrance,1742571994.1540658,2
entrance,1742571994.2811859,2
entrance,1742571994.4352164,2
entrance,1742571994.4793968,2
entrance,1742571994.565266,2
entrance,1742571994.7413511,2
entrance,1742571995.0345538,2
entrance,1742571995.0937712,2
entrance,1742571995.2209055,2
entrance,1742571995.3500063,2
entrance,1742571995.3607059,2
entrance,1742571995.3714318,2
entrance,1742571997.030823,2
entrance,1742571997.4889436,2
entrance,1742571997.4997146,2
entrance,1742571997.9894881,2
entrance,1742571998.0001748,2
entrance,1742571998.3658884,2
entrance,1742571998.3880422,2
entrance,1742571998.4074259,2
entrance,1742571999.0105922,2
entrance,1742572010.278492,2
entrance,1742572015.6009665,2
entrance,1742572019.3681855,2
entrance,1742572019.379609,2
entrance,1742572022.0439498,2
entrance,1742572024.6175253,2
entrance,1742572025.6302288,2
entrance,1742572033.0753818,2
entrance,1742572040.9491518,2
entrance,1742572046.319499,2
entrance,1742572050.8679948,2
entrance,1742572050.8799195,2
entrance,1742572050.8969707,2
entrance,1742572052.0473943,2
entrance,1742572054.1895142,2
entrance,1742572061.060394,2
entrance,1742572061.396277,2
entrance,1742572062.0890813,2
entrance,1742572062.1585271,2
entrance,1742572062.2584083,2
entrance,1742572064.706862,2
entrance,1742572066.6174216,2
entrance,1742572066.6428776,2
entrance,1742572070.1162105,2
entrance,1742572071.0742824,2
entrance,1742572071.8885796,2
entrance,1742572076.0803306,2
entrance,1742572076.8705118,2
entrance,1742572077.855925,2
entrance,1742572081.0808327,2
entrance,1742572082.567415,2
entrance,1742572084.614179,2
entrance,1742572087.6183681,2
entrance,1742572091.0854914,2
entrance,1742572092.8677123,2
entrance,1742572093.2167659,2
entrance,1742572095.2694147,2
entrance,1742572096.091136,2
entrance,1742572098.1172056,2
entrance,1742572098.1799057,2
entrance,1742572171.3838627,2
entrance,1742572171.750322,2
right,1742572176.6924531,2
right,1742572176.7516704,2
right,1742572176.7604759,2
entrance,1742572191.0545216,2
entrance,1742572194.386164,2
entrance,1742572194.4099221,2
entrance,1742572197.8847396,2
entrance,1742572198.4853323,2
entrance,1742572198.507894,2
entrance,1742572199.0042222,2
entrance,1742572201.0461185,2
entrance,1742572202.9772801,2
entrance,1742572205.350645,2
entrance,1742572222.3933702,2
entrance,1742572224.1200466,2
