gate_id,epoch_time,trial_id
left,1742816723.9833236,3
entrance,1742816724.1611757,3
left,1742816724.4811285,3
entrance,1742816724.5765314,3
entrance,1742816724.5989828,4
entrance,1742817040.5154104,4
left,1742817040.6867824,4
left,1742817040.704178,4
entrance,1742817119.4873543,4
left,1742817119.6249177,4
left,1742817205.8202128,4
entrance,1742817234.620556,4
entrance,1742817234.64889,3
left,1742817234.7865775,3
left,1742817242.6607032,4
left,1742817242.684671,4
entrance,1742817242.8012722,4
entrance,1742817326.52484,4
entrance,1742817326.5649045,4
left,1742817351.3378167,4
entrance,1742817351.4958477,3
entrance,1742817351.522263,3
left,1742817399.5668263,3
left,1742817399.5911446,3
left,1742817631.63165,3
entrance,1742817637.36481,3
entrance,1742817637.3844082,3
entrance,1742818097.191269,3
left,1742818097.343355,3
left,1742818097.3651583,4
right,1742818362.3697264,4
entrance,1742818380.3150418,4
left,1742818381.870938,4
right,1742818574.7864027,4
right,1742818574.8097174,4
right,1742818574.8305898,4
entrance,1742818574.9344459,4
right,1742818606.4682817,4
right,1742818606.482948,4
right,1742818611.4063234,4
entrance,1742818611.5520568,4
entrance,1742818629.3157318,4
entrance,1742818629.342394,4
left,1742818629.4618244,4
left,1742818629.4864933,4
right,1742818652.8461125,4
right,1742818653.1156144,4
entrance,1742818654.4653392,4
entrance,1742818654.5055747,4
entrance,1742818654.516598,4
left,1742818705.811331,4
left,1742818705.9365084,3
entrance,1742818706.170978,3
left,1742818710.7402923,4
entrance,1742818710.8756092,4
left,1742818712.9723046,4
left,1742818712.9958787,4
entrance,1742818713.084733,4
left,1742818716.8241138,4
left,1742818716.9256194,4
left,1742818717.6585858,4
left,1742818717.6891508,4
entrance,1742818718.0759754,4
left,1742818730.6814132,3
entrance,1742818730.8319495,3
left,1742818794.8352773,4
left,1742818794.909055,4
right,1742818824.5774581,4
right,1742818825.297364,4
entrance,1742818825.694129,4
left,1742818872.113927,3
entrance,1742818874.7735062,3
entrance,1742818874.7944663,3
left,1742818874.943469,3
left,1742818875.2022333,4
entrance,1742819050.9763737,6
entrance,1742819050.994759,6
left,1742819051.1200373,6
right,1742819197.7600574,5
entrance,1742819198.4618633,5
right,1742819198.8492062,6
entrance,1742819198.9715087,6
entrance,1742819198.9863973,6
left,1742819637.5262377,6
entrance,1742819638.1576757,6
entrance,1742819638.1762116,6
entrance,1742819638.1897352,6
left,1742819686.1474967,6
right,1742819689.8691626,5
entrance,1742819694.292721,5
entrance,1742819694.3646722,5
entrance,1742819694.8676288,5
entrance,1742819694.8841472,5
left,1742819695.04593,5
left,1742819695.1070256,5
left,1742819703.906579,5
entrance,1742819704.0287693,5
left,1742819790.529511,5
entrance,1742819791.013529,5
right,1742819852.1761675,6
entrance,1742819852.8321843,6
entrance,1742819852.8603003,5
entrance,1742819903.192559,5
left,1742819903.357008,5
left,1742819903.385033,5
entrance,1742819954.415972,5
entrance,1742819954.4376771,6
left,1742819954.5517764,6
entrance,1742819989.2407825,6
entrance,1742819990.7285833,6
entrance,1742819996.823353,6
left,1742819996.9936237,6
left,1742819997.006215,6
left,1742819997.027379,6
left,1742820013.5219684,6
left,1742820013.547065,6
left,1742820013.5766878,6
entrance,1742820013.7246513,6
entrance,1742820013.7371583,6
entrance,1742820019.9297647,6
left,1742820025.1436634,6
left,1742820025.2012491,6
entrance,1742820050.213232,6
entrance,1742820050.7260334,5
left,1742820051.1464415,5
left,1742820051.2416928,5
left,1742820056.8327115,5
left,1742820164.8579092,5
left,1742820164.8688984,5
entrance,1742820165.0467207,5
entrance,1742820165.0650084,5
right,1742820180.14998,5
left,1742820200.9232266,5
entrance,1742820201.643311,5
right,1742820203.673685,6
right,1742820203.8120978,6
entrance,1742820204.0347536,6
entrance,1742820204.0542579,5
right,1742820209.1987376,5
entrance,1742820210.0476518,5
entrance,1742820210.0828462,5
right,1742820210.4693153,5
right,1742820210.4834034,6
entrance,1742820210.9248915,6
entrance,1742820210.9557476,6
entrance,1742820210.971277,6
entrance,1742820338.8013294,6
entrance,1742820338.8130243,6
entrance,1742820338.8393943,6
right,1742820339.0649185,6
right,1742820339.0831616,5
entrance,1742820339.2907407,5
entrance,1742820483.459838,5
left,1742820483.6093614,5
entrance,1742820682.1850812,5
left,1742820682.3051124,5
left,1742820682.33552,6
entrance,1742820685.7511737,6
left,1742820685.8697395,6
left,1742820685.8962038,6
entrance,1742820702.8634107,6
left,1742820703.0584166,6
left,1742820703.0887437,6
entrance,1742820704.1526563,6
entrance,1742820704.1823769,6
entrance,1742820704.246818,6
left,1742820705.3207712,6
left,1742820705.54972,6
right,1742820722.0333896,6
entrance,1742820722.2115343,6
right,1742820724.8502846,6
right,1742820725.487717,6
entrance,1742820726.0232923,6
left,1742820726.6526558,5
left,1742820726.6847513,5
entrance,1742820726.8083532,5
entrance,1742820726.8258097,5
