gate_id,epoch_time,trial_id
right,1745403846.038699,1
left,1745403846.1485112,1
entrance,1745403846.4982426,1
left,1745403853.448383,2
left,1745403860.937939,2
left,1745403872.9152234,2
left,1745403875.3188014,2
left,1745403877.8365374,2
entrance,1745403943.912359,2
right,1745403972.5127914,2
right,1745403972.539443,2
left,1745404450.6359375,2
left,1745404450.673024,2
left,1745404450.7112808,2
left,1745404450.8193433,2
left,1745404450.8646617,2
entrance,1745404462.8110209,2
left,1745404462.8987439,2
left,1745404462.9386806,2
left,1745404462.9721622,2
left,1745404463.0057828,2
left,1745404463.0401695,2
left,1745404463.069985,2
left,1745404463.1171732,2
left,1745404590.4717867,2
left,1745404594.0370655,2
left,1745404603.5711172,2
entrance,1745404615.3469183,2
entrance,1745404784.3223426,2
left,1745404792.4557335,2
entrance,1745404794.16551,2
right,1745404955.2627182,2
right,1745405199.0368943,2
right,1745405199.0578363,2
right,1745405199.0730937,2
right,1745405199.0971692,2
right,1745405202.5667233,2
left,1745405547.5709863,2
entrance,1745405560.5722892,2
entrance,1745405683.4285614,2
entrance,1745405683.4555235,2
left,1745405683.6089041,2
left,1745405683.6392727,1
right,1745405729.2463691,1
right,1745405729.4903214,1
right,1745405729.7070954,1
entrance,1745405730.5648282,1
left,1745405730.783704,1
left,1745405733.9174864,1
left,1745405736.2606456,1
entrance,1745405736.8144157,1
entrance,1745405744.7727923,2
entrance,1745405745.7825816,2
entrance,1745405747.3324006,2
entrance,1745405747.3479207,2
entrance,1745405747.3873177,2
entrance,1745405747.4153535,2
entrance,1745405747.4334013,2
entrance,1745405747.5928676,2
entrance,1745405747.618255,2
entrance,1745405747.9387496,2
entrance,1745405747.9789443,2
entrance,1745405748.018933,2
entrance,1745405748.0359313,2
entrance,1745405748.0530818,2
entrance,1745405748.1071403,2
entrance,1745405750.1685495,2
entrance,1745405752.4009118,2
entrance,1745405752.431895,2
entrance,1745405752.6391323,2
entrance,1745405752.7220802,2
entrance,1745405752.7488148,2
entrance,1745405752.82479,2
entrance,1745405752.863088,2
entrance,1745405752.9103093,2
entrance,1745405752.9556851,2
entrance,1745405752.997716,2
entrance,1745405753.8553166,2
entrance,1745405753.8736103,2
entrance,1745405753.8947213,2
entrance,1745405753.9383008,2
entrance,1745405753.957448,2
entrance,1745405753.988831,2
entrance,1745405754.0123003,2
entrance,1745405772.399748,2
left,1745406033.141573,8
left,1745406041.825011,8
entrance,1745406042.2435234,8
entrance,1745406042.2702365,7
left,1745406042.4011736,7
entrance,1745406044.415412,8
entrance,1745406044.4256485,8
entrance,1745406044.4387083,8
entrance,1745406136.8960068,8
entrance,1745406137.421341,8
entrance,1745406157.197424,8
entrance,1745406157.250577,8
entrance,1745406169.8627987,8
entrance,1745406180.5317028,8
right,1745406306.26787,8
entrance,1745406690.4622858,8
right,1745406828.6459243,8
right,1745406933.7708762,8
right,1745406934.0421312,8
right,1745406934.0764744,8
right,1745406951.6361177,8
right,1745406958.047235,8
right,1745406958.2346537,8
right,1745406958.5295422,8
right,1745406958.5863628,8
right,1745406960.949799,8
right,1745406961.6825204,8
entrance,1745407076.7129369,8
entrance,1745407079.4475927,8
entrance,1745407086.4439101,8
entrance,1745407088.0645573,8
entrance,1745407088.1008172,8
entrance,1745407095.0647702,8
entrance,1745407095.102975,8
entrance,1745407095.1420279,8
entrance,1745407095.1819491,8
entrance,1745407095.219835,8
entrance,1745407095.258177,8
entrance,1745407095.7446241,8
entrance,1745407142.1716356,8
entrance,1745407281.2994618,8
right,1745407366.7794166,8
right,1745407375.9344122,8
right,1745407376.116897,8
right,1745407377.1505966,8
right,1745407377.1982448,8
right,1745407377.268261,8
right,1745407377.3063874,8
right,1745407377.4898465,8
right,1745407379.3976727,8
right,1745407380.4511573,8
right,1745407380.967637,8
right,1745407453.5142345,8
right,1745407454.8269753,8
right,1745407526.3696578,8
right,1745407625.86319,8
right,1745407645.1193218,8
right,1745407645.164077,8
right,1745407717.5585005,8
right,1745407766.2839007,8
right,1745407766.3047216,8
right,1745407766.350263,8
right,1745407766.37291,8
right,1745407766.3890111,8
right,1745407766.4088132,8
right,1745407766.4413488,8
right,1745407766.708871,8
right,1745407766.873586,8
right,1745407766.9067404,8
right,1745407767.432769,8
right,1745407767.528121,8
right,1745407767.6083918,8
right,1745407767.6199915,8
right,1745407767.6310759,8
right,1745407767.6427202,8
right,1745407767.6582813,8
right,1745407767.6813526,8
right,1745407767.6926937,8
right,1745407767.8381739,8
right,1745407768.0381992,8
right,1745407768.0685992,8
right,1745407768.1943486,8
right,1745407768.2068946,8
right,1745407768.2494395,8
right,1745407826.168113,8
right,1745407826.1785617,8
right,1745407826.189863,8
right,1745407826.2572384,8
right,1745407826.3120432,8
right,1745407827.0760596,8
right,1745407828.5271058,8
right,1745407828.563234,8
right,1745407828.5838442,8
right,1745407828.5958202,8
right,1745407828.6275632,8
right,1745407828.6484313,8
right,1745407828.66476,8
right,1745407828.686427,8
right,1745407828.710092,8
right,1745407828.7283237,8
right,1745407828.7453463,8
right,1745407828.7737815,8
right,1745407828.8185396,8
right,1745407828.8609638,8
right,1745407828.8817215,8
right,1745407828.913269,8
right,1745407828.9343069,8
right,1745407828.959947,8
right,1745407828.976043,8
right,1745407829.007306,8
right,1745407829.0283601,8
right,1745407829.0455694,8
right,1745407829.0661466,8
right,1745407829.077247,8
right,1745407829.1107836,8
right,1745407829.121618,8
right,1745407829.1334677,8
right,1745407829.1646268,8
right,1745407829.1823428,8
right,1745407829.1939473,8
right,1745407829.2049465,8
right,1745407829.2235718,8
right,1745407829.2346232,8
right,1745407829.2599907,8
right,1745407829.286979,8
right,1745407829.3193774,8
right,1745407829.3306336,8
right,1745407829.3540392,8
right,1745407829.3650413,8
right,1745407829.3849463,8
right,1745407829.3956547,8
right,1745407829.4069345,8
right,1745407829.417346,8
right,1745407829.4448304,8
right,1745407829.4762383,8
right,1745407829.5006793,8
right,1745407829.5409482,8
right,1745407829.573732,8
right,1745407829.602235,8
right,1745407829.6319702,8
right,1745407829.6594257,8
right,1745407829.7005353,8
right,1745407829.7617016,8
right,1745407829.7734349,8
right,1745407829.7984173,8
right,1745407829.8223398,8
right,1745407835.2298794,8
right,1745407835.249922,8
right,1745407835.6562374,8
right,1745407835.9116867,8
right,1745407835.926597,8
right,1745407835.9384823,8
right,1745407835.949837,8
right,1745407835.9799366,8
right,1745407836.0136786,8
right,1745407836.4684463,8
right,1745407838.535941,8
right,1745407838.5471182,8
right,1745407838.5586076,8
right,1745407838.5750582,8
right,1745407838.5856278,8
right,1745407838.6032727,8
right,1745407840.290064,8
right,1745407840.30104,8
right,1745407840.3123295,8
right,1745407840.3342893,8
right,1745407840.3514256,8
right,1745407840.3743079,8
right,1745407841.600425,8
right,1745407842.2927735,8
right,1745407842.517119,8
right,1745407842.5405877,8
right,1745407842.5508564,8
right,1745407844.4910443,8
right,1745407848.9607477,8
right,1745407849.2800593,8
right,1745407849.5114136,8
right,1745407849.7365658,8
right,1745407850.7183099,8
right,1745407850.839891,8
right,1745407850.9538565,8
right,1745407851.1981108,8
right,1745407851.3094895,8
right,1745407852.1155412,8
right,1745407852.1744053,8
right,1745407852.3943279,8
right,1745407852.687273,8
right,1745407852.7048914,8
right,1745407852.7162247,8
right,1745407852.760221,8
right,1745407852.7802217,8
right,1745407852.7982872,8
right,1745407853.0418763,8
right,1745407853.244366,8
right,1745407853.261808,8
right,1745407853.8238416,8
right,1745407853.8759842,8
right,1745407853.91376,8
right,1745407853.9246473,8
right,1745407854.1960282,8
right,1745407854.8072827,8
right,1745407854.8179774,8
right,1745407854.83042,8
right,1745407855.266353,8
right,1745407855.28609,8
right,1745407855.6187742,8
right,1745407855.6939662,8
right,1745407855.8312423,8
right,1745407856.0003636,8
right,1745407856.0238094,8
